en;it;es;fr
\nb[\n[1]]Hold up..;\nb[\n[1]]Ma...;;
\nb[\n[1]]Those crates are full of swords!;\nb[\n[1]]Qui è pieno di casse ricolme di spade!;;
\nb[\n[2]]These must be all the weapons stolen from the Kingdom!;\nb[\n[2]]Forse sono tutte quelle che sono state sequestrate nel Regno!;;
\nb[\n[3]]How did all of them end up here?;\nb[\n[3]]E come mai sono tutte qui?!;;
\nb[\n[1]]No idea. Now let's turn these pebbles into iron so that the smithys can use that to make us every sort of sword!;\nb[\n[1]]Non lo so, ma ora trasformiamo questi sassolini in lingotti di ferro da dare ai fabbri, così che possano ricominciare a costruire le più svariate spade!;;
\nb[GUARD]So that was your plan!;\nb[GUARDIA]E così questo sarebbe il vostro piano!;;
\nb[GUARD]I'll stop you before you can put it into motion!;\nb[GUARDIA]Vi fermerò, prima che riusciate a fare qualsiasi cosa!;;
\nb[GUARD]Besides, I think you know too much for my liking.;\nb[GUARDIA]Inoltre ormai voi sapete troppo, per i miei gusti.;;
\nb[GUARD]With the power of the Teorhemas Crystal, I will have enough strength to crush you!;\nb[GUARDIA]Il potere del Cristallo di Teorhemas mi darà la forza necessaria per sbarazzarmi di voi!;;
\nb[GUARD]Come face your doom, vermin!;\nb[GUARDIA]Fatevi sotto, vermi!;;
\nb[\n[1]]There it is, the Teorhemas Crystal!;\nb[\n[1]]Eccoci, il Cristallo di Terohemas...;;
\nb[\n[1]]Get the pebbles, and we can get to transmuting them!;\nb[\n[1]]Passatemi i sassolini, che li trasformo subito!;;
\nb[\n[2]]Didn't you have them with you...?;\nb[\n[2]]Ce li hai tu...;;
\nb[\n[1]]I... don't see them.;\nb[\n[1]]E dove sono?;;
\nb[\n[2]]You gotta open your inventory for that!;\nb[\n[2]]Guarda bene tra i tuoi oggetti!;;
Transmute 10 \ni[6] into 1 \ni[2]?§ Transmute§ Cancel;Vuoi trasformare 10 \ni[6] in 1 \ni[2]?§ Trasforma§ Annulla;;
\nb[\n[1]]That should be enough.;\nb[\n[1]]Dai, dovrebbero bastare...;;
\nb[\n[3]]Alright, let's leave the Castle and give these to the smithys!;\nb[\n[3]]Perfetto, usciamo dal Castello e portiamo questi lingotti ai fabbricanti d'armi!;;
