en;it;es;fr
Here they are, \n[6], it's the heroes!;Eccoli, \n[6], gli eroi!;;
\nb[\n[6]]So you're the ones who were chosen by the first King to save the world!;\nb[\n[6]]E così voi sareste gli eroi eletti dal primo re che hanno salvato il mondo!;;
\nb[\n[1]]Actually, I'm the only world savior in the party so far!;\nb[\n[1]]No, solo io ho salvato il mondo!;;
\nb[\n[6]]A negligible detail!;\nb[\n[6]]Poco importa!;;
\nb[\n[6]]You have something I need to put the finishing touch on my sword!;\nb[\n[6]]Voi avete qualcosa di cui ho bisogno per ultimare la mia spada!;;
\nb[\n[3]]Wait... who are you?;\nb[\n[3]]Ma... voi chi sareste?;;
\nb[\n[6]]Sorry, should have introduced myself first.\. I'm the \n[6], the baddie that's going to forge the most powerful weapon in the world, so that I can become... STRONGER THAN YOU!;\nb[\n[6]]Scusatemi, mi presento.\. Sono il \n[6] cattivo che vuole costruire la spada più potente del mondo, così da diventare...§ PIU' FORTE DI VOI!;;
\nb[\n[6]]I've had it up to here with everyone always talking about \n[1], \n[1], \n[1]...;\nb[\n[6]]Sono stufo di tutta questa gente che parla di \n[1] e \n[1] e \n[1].;;
\nb[\n[6]]\n[1], I'll become stronger and more popular than you!;\nb[\n[6]]\n[1], diventerò più forte di te!;;
\nb[\n[6]]And of course I'll also take over the Kingdom!;\nb[\n[6]]E ovviamente dopo conquisterò il Regno!;;
\nb[\n[6]]By besting you in battle I will become the talk of the land! Everyone will know I'm the best!\. So everyone will support me when I claim the throne!;\nb[\n[6]]Sconfiggendoti in battaglia riceverò onore e gloria da parte di tutti i cittadini del Regno!\. E così i voti saranno sicuramente tutti a mio favore e sarò eletto come nuovo re!;;
\nb[\n[1]]What a crazy plan!;\nb[\n[1]]Che folle piano!;;
\nb[\n[6]]Get the Finalboss Sword from him!;\nb[\n[6]]Prendetegli la Spada di Bossfinale!;;
\nb[\n[1]]Hey!;\nb[\n[1]]Hey!;;
\nb[\n[6]]This is mine, now!;\nb[\n[6]]Ora questa appartiene a me.;;
\nb[\n[6]]See ya... '\n[1]'... Tch!;\nb[\n[6]]Ci vediamo... '\n[1]'... Puah!;;
\nb[\n[1]]Darn it, that was my sword!\|§ At least I still got this \nw[4] from the forest...;\nb[\n[1]]Dannazione, la mia spada!\|§ Meno male che ho trovato questa \nw[4] nella foresta...;;
\nb[\n[1]]Darn it, that was my only sword!\|§ Where am I going to find another...;\nb[\n[1]]Dannazione! Sono rimasto senza armi, come faccio?!\|§ Forse dovrei trovarmene qualcuna...;;
\nb[\n[2]]Looks like the \n[6] plundered every weapon in the kingdom.;\nb[\n[2]]Pare che il \n[6] abbia ritirato tutte le armi di tutto il regno.;;
\nb[\n[2]]He put all of the smithies out of business!;\nb[\n[2]]I fabbri hanno perso il loro lavoro!;;
\nb[\n[3]]Besides, without a king to keep order, they can't even organize a hunt for the thief....;\nb[\n[3]]Dopotutto, non essendoci più un re a governare, chi potrebbe andargli contro?;;
\nb[\n[1]]We need to do something!;\nb[\n[1]]Dobbiamo fare qualcosa!;;
\v[95] ->§ ROAD UNDER MAINTENANCE;\v[95] ->§ STRADA BLOCCATA PER RAGIONI DI SICUREZZA.;;
<- \v[95]§ ROAD UNDER MAINTENANCE;<- \v[95]§ STRADA BLOCCATA PER RAGIONI DI SICUREZZA.;;
\nb[\n[5]Blimey, \n[1]!\. Here you are!\.§ We've gotten ourselves in a fine pickle here...;\nb[\n[5]]Accidenti, \n[1]!\. Eccoti!\.§ La situazione non è per niente delle migliori!;;
\nb[\n[5]]Hey... You aren't even carrying a single sword!;\nb[\n[5]]Hey... Ma con te non hai nemmeno una spada!;;
\nb[\n[5]]Try searching the forest for something sword-like. Anything will help!;\nb[\n[5]]Torna nella foresta e vedi di trovarti una spada, di qualsiasi cosa sia fatta!;;
\nb[\n[5]]Good thing you got this \nw[4] from the forest, or you'd be helpless!;\nb[\n[5]]Meno male che hai trovato questa \nw[4] nella foresta, altrimenti saresti rimasto disarmato!;;
\nb[\n[1]]I don't like that...;\nb[\n[1]]Non mi piace!;;
\nb[\n[5]]It might not be the best sword or even a half-decent one, but it's the only one we got right now.;\nb[\n[5]]Certo, non è delle migliori, ma forse è l'unica spada rimasta a disposizione al momento.;;
\nb[\n[5]]That \n[6] pilfered every single sword in the Kingdom!;\nb[\n[5]]Il \n[6] ha sequestrato ogni spada in circolazione nel Regno!;;
\nb[\n[5]]He's gotten them under lock and key.\.§ He's also robbed us of all raw materials we'd forge new swords from!;\nb[\n[5]]Le possiede tutte lui.\.§ Ed ha anche rubato tutte le materie prime indispensabili per forgiare una spada!;;
\nb[\n[5]]That completely put the blacksmithys out of business.;\nb[\n[5]]In questo modo ha completamente tolto il lavoro ai fabbri.;;
\nb[\n[5]]And tht \nw[4] isn't going to be of much help taking him down...;\nb[\n[5]]E con quella \nw[4] non andrai proprio da nessuna parte, se vuoi fermarlo...;;
\nb[\n[5]]As if that wasn't enough, we haven't seen hide or hair of the Purple Sage ever since!\|§ It's as if he vanished altogether!;\nb[\n[5]]Come se tutto questo non bastasse, non riusciamo più a trovare il Saggio Viola, non abbiamo idea di dove sia finito!\|§ Sembra sia scomparso.;;
\nb[\n[5]]So, hear me out.\.§ I've got a plan for you.;\nb[\n[5]]Quindi senti qua.\.§ Ho un piano da proporti.;;
\nb[\n[1]]Do tell me, Sage.;\nb[\n[1]]Dimmi, Saggio.;;
\nb[\n[5]]You must infiltrate the \map[Kings Castle] and find out where the \n[4] used to keep the magical, powerful and mysticalicious Teorhemas Crystal!;\nb[\n[5]]Devi entrare nel \map[Kings Castle] e trovare dove il \n[4] custodiva il magico, incredibile e fantasmagorico Cristallo di Teorhemas!;;
\nb[\n[1]]Why...?;\nb[\n[1]]Perché?!;;
\nb[\n[5]]Here, take these pebbles.;\nb[\n[5]]Tieni, prendi questi sassolini.;;
\nb[\n[1]]What am I supposed to use them for?;\nb[\n[1]]Cosa me ne dovrei fare?!;;
\nb[\n[5]]I'll tell you later, come with me.\.\.§ Meet me at the well, where the other Sages are!;\nb[\n[5]]Ora te lo spiego, vieni.\.\.§ Raggiungimi al pozzo, dove ci sono anche gli altri saggi!;;
\nb[\n[5]]Here we are, \n[1]!\. We, the Sages, have found a secret passageway that will lead you inside the \map[Kings Castle], bypassing the guards!;\nb[\n[5]]Eccoci, \n[1]!\. Io e gli altri saggi abbiamo scoperto un passaggio sotterraneo che ti porterà all'interno del \map[Kings Castle], senza farti vedere dalle guardie!;;
\nb[\n[5]]You get them from the bottom of the well.\|§ Soldiers don't let anyone into the castle ever since the \n[4] died.;\nb[\n[5]]Si trova giù da questo pozzo.\|§ I soldati non fanno più entrare nessuno al Castello, da quando è morto il \n[4].;;
\nb[\n[5]]Your part in this plan is to enter the Castle, find the Teorhemas Crystal and...;\nb[\n[5]]La tua missione è entrare nel Castello, trovare il Cristallo di Teorhemas e...;;
\nb[\n[5]]Remember the pebbles I gave you just now?\.\.§ The Crystal can transmute nearly anything into anything else!;\nb[\n[5]]Ricordi i sassolini che ti ho dato poco fa?\.\.§ Il Cristallo è in grado di trasformare ciò che vuoi in quello che vuoi!;;
\nb[\n[5]]You should use the Crystal to transmute these pebbles into...\| Iron bars!;\nb[\n[5]]Devi usare il Cristallo per trasformare quei sassolini in...\| Lingotti di ferro!;;
\nb[\n[5]]With some metal, the smithys should at least be able to churn out some simple weapons for you.;\nb[\n[5]]Con questo ferro i fabbri potranno ricominciare a costruire almeno le spade più semplici e comuni.;;
\nb[\n[1]]Alright, got all that.;\nb[\n[1]]Ottimo, è tutto chiaro!;;
\nb[\n[5]]Good. Then take the plunge and head to the \map[Castle Dungeons]!;\nb[\n[5]]Molto bene, allora buttati di sotto e attraversa i \map[Castle Dungeons]!;;
\nb[\n[5]]Take the plunge and head to the \map[Castle Dungeons]!;\nb[\n[5]]Buttati di sotto e attraversa i \map[Castle Dungeons]!;;
\nb[\n[5]]You should go unseen by the guards!;\nb[\n[5]]Le guardie non dovrebbero vederti!;;
\nb[\n[5]]We'll cover for you!;\nb[\n[5]]Ti copriamo noi!;;
\nb[\n[5]]Where's the Purple Sage?;\nb[\n[5]]Dov'è il Saggio Viola?;;
Take the plunge into the well? § Plunge§ Don't;Vuoi andare giù nel pozzo?§ Scendi§ No;;
I want to get out of here!;Voglio andarmene da qui!;;
Oh! Well met, warrior!§ It seems we are in need of your aid here.;Oh! Ben arrivato, guerriero!§ A quanto pare qui c'è bisogno di te.;;
The \n[6] blocked off access to the woods, the \map[Wild Valley] and \map[Water City]...;Il \n[6] ha fatto bloccare l'accesso alle foreste, alla \map[Wild Valley] e alla \map[Water City]...;;
He claims to do so out of safety concern, but I think he just wants to block off the supply of weaponsmithing materials.;Dice di averlo fatto per ragioni di sicurezza, ma io penso che il fine è non farci andare a prendere le materie prime che ci servono per costruire le spade!;;
We're pretty much stuck here|§ We've got no way out.;Siamo praticamente in trappola!§ Non abbiamo possibilità di muoverci da qui!;;
Soon the elections for the new King will be held!;Presto ci saranno le elezioni per il nuovo re!;;
Clear the area!;Liberate la zona!;;
Soon the new monarch of the Kingdom will be elected!;Presto sarà eletto il nuovo sovrano di questo regno.;;
That guy should be stopped!;Quel tizio verrà fermato!;;
NOTICE: Shop closed due to lack of materials.;AVVISO: il negozio resterà chiuso per mancanza di materie prime.;;
Cool, I can just stroll through the King's gardens!;Che bello, sono libero di girare per il giardino del re!;;
\nb[\n[1]]How nice of you.;\nb[\n[1]]Come sei simpatico!;;
Maybe we can get out of here now!;Forse ora si potrà uscire da qui!;;
Darn that \n[6]...\. Just who does he think he is?;Quel dannato \n[6]...\. Chi si crede di essere?;;
I can give you no more for your kill tally.;Da me non otterrai più nulla in cambio di nemici sconfitti.;;
\nb[\n[2]]We can't right now!;\nb[\n[2]]Ora non possiamo!;;
\nb[\n[2]]What's going on here?;\nb[\n[2]]Che succede qui?!;;
\nb[\n[5]]Oh, it's the heroes! There you are!;\nb[\n[5]]Oh, eroi, eccovi!;;
\nb[\n[3]]Well, they finally noticed us at last...;\nb[\n[3]]Finalmente si sono accorti anche di noi...;;
\nb[\n[5]]The guards heard a ruckus was going on within the Castle walls, so they opened the door, and suddenly...;\nb[\n[5]]Le guardie hanno sentito dei rumori all'interno del Castello, quando improvvisamente, aprendo la porta...;;
\nb[\n[5]]They overheard the \n[6] and his patsies discussing a dreadful ploy to take the throne for himself!;\nb[\n[5]]Hanno sentito il \n[6] e le sue guardie parlare di un tremendo piano per conquistare il trono!;;
