en;it;es;fr
\nb[\n[6]]Look who's back!;\nb[\n[6]]Oh, ma chi si vede!;;
\nb[\n[1]]You're the evil warlord hellbent on world domination!;\nb[\n[1]]Il generale cattivo che vuole conquistare il mondo!;;
\nb[\n[6]]How did you figure out my plan?!;\nb[\n[6]]Come avete fatto a scoprire il mio piano?!;;
\nb[\n[6]]I'm just fusing every sword in the Kingdom into my ultimate weapon! I never said I would use it for world domination!;\nb[\n[6]]Sto solo costruendo la spada più potente di tutte, non ho mai detto che poi la voglio usare per conquistare il mondo.;;
\nb[\n[3]]Isn't that a foregone conclusion though?;\nb[\n[3]]Dai, è una conseguenza scontata.;;
\nb[\n[6]]You may or may not be correct...\. Unfortunately, you won't live to find out.;\nb[\n[6]]Può anche essere...\. ma purtroppo il vostro cammino finisce qua.;;
\nb[\n[6]]\n[1], I didn't even have the chance to defeat you in a duel and steal the respect of every citizen from you.;\nb[\n[6]]Non ho nemmeno avuto la possibilità di sconfiggerti in battaglia, \n[1], per avere l'onore e la gloria di ogni cittadino.;;
\nb[\n[1]]Well duh, we figured out your plan well in advance!;\nb[\n[1]]Certo, abbiamo scoperto il tuo folle piano in anticipo!;;
\nb[\n[6]]Never mind that, I'll just get rid of you here and now.\|§ That will save me further headaches.;\nb[\n[6]]Questo significa che ti eliminerò qui, ora.\|§ Così non mi darai altri problemi in futuro.;;
\nb[\n[6]]Troops, kill the heroes!;\nb[\n[6]]Soldati, uccidete gli eroi!;;
\nb[\n[2]]\n[1], the Skill Bar has filled all the way up!§ Press Q to use your \nw[12]'s special skill and power up your attacks!;\nb[\n[2]]\n[1], la Barra delle Abilità è completamente piena!§ Premi Q per usare l'abilità della \nw[12] e ultra potenziare il tuo attacco!;;
\nb[\n[2]]Heroes.\| We've made it to the \map[Dead Valley].;\nb[\n[2]]Eroi.\| Siamo giunti alla \map[Dead Valley].;;
