en;it;es;fr
WAIT! Before you bum rush anything in your path you'd better brush up on your fundamentals.;ALT! Prima di buttarti a kamikaze contro qualsiasi cosa si muova devi conoscere alcune cose fondamentali.;;
Open the menu by pressing the \c[10]ESCAPE\c[0] Key.\|§ You'll find plenty of useful information there.;Per aprire il menu di gioco premi \c[10]ESC\c[0].\|§ Lì troverai tutte le informazioni di cui hai bisogno.;;
Try opening the menu now!;Prova ora ad accedere al menu!;;
Open the menu by pressing the \c[10]ESCAPE\c[0] Key.;Entra nel menu premendo \c[10]ESC\c[0].;;
Our Health is in the top left.\| Each one of us heroes has his own Health bar.\|§ If any of us loses all of their hearts, it's Game Over!;In alto a sinistra puoi visualizzare la barra dell'energia.\| Ognuno di noi ha la sua energia.\|§ La partita finisce quando uno di noi esaurisce tutti i cuori!;;
Meat will fully refill the Health bar of one of us!\.§ You can eat a hunk of meat straight away with the \c[10]D\c[0] key.;Per fare recuperare tutta l'energia ad uno di noi, mangia la carne!\.§ Per mangiare la carne rapidamente, premi il tasto \c[10]D\c[0].;;
\nb[\n[1]]Hold on... we can't keep using the same name for all of us.\. How are we supposed to tell each other apart?;\nb[\n[1]]Aspetta... Però non possiamo chiamarci tutti allo stesso modo, abbiamo bisogno di un modo per riconoscerci!;;
\nb[\n[1]]Let's see, before the King knighted me my name was...\|\^;\nb[\n[1]]Io ad esempio prima che il Re mi chiamasse...\|\^;;
\nb[\n[2]]Mine was \n[2]!;\nb[\n[2]]Io mi chiamavo \n[2]!;;
\nb[\n[1]]What about the red guy?;\nb[\n[1]]Tu invece, tipo rosso?;;
\nb[\n[3]]Mine is \n[3]!;\nb[\n[3]]Il mio nome è \n[3]!;;
\nb[\n[2]]That settles it, let's move on!;\nb[\n[2]]Ottimo, proseguiamo!;;
\nb[\n[1]]Wait... what about my name?!\.\.\^;\nb[\n[1]]Ma non vi ho detto il mio nome!\.\.\^;;
\nb[\n[2]]Let us give you a hand.§ You won't go far if all you do is swing that sword around!;\nb[\n[2]]A colpi di spada, senza il nostro aiuto, probabilmente non andresti molto lontano!;;
\nb[\n[3]]Soon you'll see how useful we can be!;\nb[\n[3]]Presto capirai quanto potremmo esserti utili!;;
\c[10]\n[2]\c[0] and \c[10]\n[3]\c[0] joined forces with \n[1]!;\c[10]\n[2]\c[0] e \c[10]\n[3]\c[0] si sono uniti al gruppo di \n[1]!;;
Remember: you can switch the current party leader with the \c[10]W\c[0] Key!;Ricorda: per cambiare il capogruppo premi il tasto \c[10]W\c[0].;;
Picking the right hero at the right place will be fundamental to proceed in the game.;Sarà indispensabile durante la tua avventura scegliere di usare un eroe piuttosto che un altro.;;
You'll soon find out what each hero is capable of!;Presto vedrai di cosa è capace ciascuno dei tuoi eroi!;;
