en;it;es;fr
Dear viewers, we're waiting for the last contestant! \. Who feels up to challenging the champions, step forward!;Cari spettatori, siamo in attesa dell'ultimo concorrente!\. Chi vuole sfidare i campioni si faccia avanti!;;
\nb[COMMENTARY GUY]Here comes a daring challenger, pushing his way out of the crowd!;\nb[TELECRONISTA]Ed ecco che abbiamo un valoroso sfidante, che si è fatto avanti con grinta tra la folla!;;
Will you join the race?§ Join§ No;Vuoi partecipare alla gara?§ Partecipa§ No;;
\nb[\n[1]]I, er, I didn't...!;\nb[\n[1]]Ma no, ma io non...!;;
\nb[COMMENTARY GUY]Everyone, on your marks!;\nb[TELECRONISTA]Forza, tutti alle postazioni di partenza!;;
\nb[\n[2]]\n[1], you'll have to join the race if we want to get past the race track and to the monolith!;\nb[\n[2]]\n[1], ti tocca gareggiare se vogliamo passare oltre la staffetta e raggiungere l'obelisco!;;
\nb[\n[3]]Come on, we'll be right here.\.§ We'll cheer for you!;\nb[\n[3]]Forza, noi staremo qui.\.§ Tifiamo per te!;;
\nb[\n[1]]Fine...;\nb[\n[1]]E va bene...;;
\nb[COMMENTARY GUY]The rules are simple! I'm sure everyone knows them!;\nb[TELECRONISTA]Allora, le regole sono semplici e ormai le conoscete bene tutti!;;
\nb[COMMENTARY GUY]We have three challengers, and of course the first one to pass the finish line after completing \c[10]10 laps\c[0] around the track will be declared the winner!;\nb[TELECRONISTA]Abbiamo tre sfidanti e, ovviamente, vince chi tocca per primo il traguardo alla fine dei \c[10]10 giri\c[0] previsti per la gara!;;
\nb[COMMENTARY GUY]The first one to finish the race will bring home a cash prize of: § \c[14]100 \ni[6] and 100 Dindini\c[0]!;\nb[TELECRONISTA]Il 1° classificato si aggiudicherà un premio di:§ \c[14]100 \ni[6] e 100 Dindini\c[0]!;;
\nb[COMMENTARY GUY]Trespassing on another racer's track and going out of bounds is strictly forbidden!;\nb[TELECRONISTA]È severamente vietato invadere le altre corsie e, naturalmente, cercare di imbrogliare arrivando al traguardo senza aver fatto il giro completo!;;
\nb[COMMENTARY GUY]Anyone caught breaking these rules will be penalized with a fine of \v[95] Dindini!;\nb[TELECRONISTA]Chi non rispetterà queste regole verrà penalizzato con una multa di \v[95] Dindini!;;
\nb[COMMENTARY GUY]Collect the orange charges scattered about the track! Collect 3 of them to activate your Nitro Boost with the \c[10]ENTER\c[0] key!;\nb[TELECRONISTA]Raccogliete le cariche arancioni lungo la pista! Arrivati a 3 cariche potrete attivare il Turbo premendo il tasto \c[10]INVIO\c[0]!;;
\nb[COMMENTARY GUY]Watch out for bombs, though! If you run into one you will lose precious time and one of your Nitro charges!;\nb[TELECRONISTA]Ma state attenti alle bombe! Saltatele sempre, o verrete penalizzati perdendo tempo prezioso e 1 carica Turbo!;;
\nb[COMMENTARY GUY]And now...\|§ Let the fastest one win!;\nb[TELECRONISTA]Ed ora...\|§ Che vinca il migliore!;;
\nb[COMMENTARY GUY]You are out of bounds! Disqualified!;\nb[TELECRONISTA]Hai invaso un'altra corsia!\. Sei squalificato!;;
\nb[COMMENTARY GUY]You went in the wrong direction! Disqualified!;\nb[TELECRONISTA]Stai andando nella direzione opposta!\. Squalificato!;;
\nb[COMMENTARY GUY]The Burgundy Bruiser wins the race!;\nb[TELECRONISTA]Vince la gara il nostro prode guerriero rossiccio!;;
\nb[COMMENTARY GUY]The Nimble Ninja wins the race!;\nb[TELECRONISTA]Vince la gara il nostro velocissimo ninja!;;
\nb[COMMENTARY GUY]The other two challengers lost!;\nb[TELECRONISTA]Gli altri due sfidanti hanno perso.;;
\nb[COMMENTARY GUY]The winnder gets the prize!;\nb[TELECRONISTA]Il vincitore avrà diritto al suo premio!;;
\nb[COMMENTARY GUY]Thank you all for coming, and... \|§SEE YOU AT THE NEXT RACE!;\nb[TELECRONISTA]Grazie a tutti e...\|§ ALLA PROSSIMA GARA!;;
\nb[\n[1]]Bummer...;\nb[\n[1]]E niente...;;
\nb[\n[2]]Don't be sad, \n[1], we didn't need to win after all...;\nb[\n[2]]Non abbatterti \n[1], non era importante vincere...;;
\nb[\n[3]]Still a bummer.;\nb[\n[3]]Come no!;;
\nb[\n[2]]Come on now, the way to the monolith is clear!;\nb[\n[2]]Forza, ora possiamo proseguire e raggiungere l'obelisco!;;
\nb[COMMENTARY GUY]Congratulations! Our Temerary Tangerine wins first place!;\nb[TELECRONISTA]Complimenti! Lo sfidante arancione si aggiudica il primo posto!;;
\nb[\n[1]]YEEEEAH!;\nb[\n[1]]Sììì!;;
\nb[COMMENTARY GUY]Here's your prize!;\nb[TELECRONISTA]Ecco il tuo premio!;;
\nb[\n[3]]Whoo-hoo! That's great!;\nb[\n[3]]Grande! Wooo!;;
\nb[COMMENTARY GUY]The 1st place winner gets a prize of: §\c[14]90 Dindini\c[0]!;\nb[TELECRONISTA]Il 1° classificato si aggiudicherà un premio di:§ \c[14]90 Dindini\c[0]!;;
\nb[COMMENTARY GUY]That's the end of the race for our tangerine friend!;\nb[TELECRONISTA]Finisce qui la gara per il nostro amico arancione!;;
\nb[COMMENTARY GUY]And, for breaking the rules, he will be fined \v[95] Dindini!;\nb[TELECRONISTA]E, per avere infranto il regolamento, dovrà pagare una multa pari a \v[95] Dindini!;;
\nb[COMMENTARY GUY]On with the next challenger!;\nb[TELECRONISTA]Ed ora proseguiamo, con il prossimo sfidante!;;
