en;it;es;fr
\nb[???]Your willpower is strong, you puny vermin!;\nb[???]Avete forza di volontà da vendere, stupidi esseri!;;
\nb[???]Prepare yourselves for your final reckoning!\|§ You shall go no further!;\nb[???]Bene, allora preparatevi alla resa definitiva dei conti.\|§ Oltre non si va!;;
\nb[\n[1]]Uhh... cool transformation, green critter.;\nb[\n[1]]Uh, bella trasformazione, mostriciattolo verde.;;
\nb[DERIJIRO]I am no critter. My name is Derijiro, one of the ancient dragons who once ruled the world you now inhabit.;\nb[DERIJIRO]Io sono Derijiro, un drago che milioni di anni fa, insieme ai miei simili, ha creato questo pianeta per voi.;;
\nb[DERIJIRO]We once called this place home, and yet...\| when we grew in might and numbers, this planet became§ too small to house all of us.;\nb[DERIJIRO]Un tempo popolavamo noi questo posto, ma poi...\| diventammo in molti e questo pianeta divenne§ troppo piccolo per rimanerci tutti quanti, tanti eravamo.;;
\nb[DERIJIRO]Thus we left for a new world, leaving this one to be overrun with the pathetic beasts that evolved to became your race.;\nb[DERIJIRO]Così ci trasferimmo su un altro mondo, lasciando questo a voi, inutili esseri, evoluti durante la nostra lunga assenza.;;
\nb[DERIJIRO]But now...\| I LAY CLAIM TO THIS PLANET ONCE MORE!\|§ And my first command is for your race to be gone from it, starting with YOU!;\nb[DERIJIRO]Ma ora...\| IO RIVOGLIO QUESTO PIANETA!\|§ E vi caccerò via tutti quanti, cominciando da voi.;;
\nb[DERIJIRO]It is time for the \map[Ancient Ruins] to rise once more...\. Our world, once buried into oblivion with your ignorance, is regaining its former splendor!;\nb[DERIJIRO]Ormai le \map[Ancient Ruins] stanno risorgendo...\. Il nostro mondo rimasto seppelito e nascosto per secoli sta tornando come era un tempo, sterminando ogni vostra creazione!;;
\nb[DERIJIRO]By using the TEORHEMAS CRYSTAL, our most powerful artefact, you have awakened our ancient kingdom...\|§ It is too late for you!;\nb[DERIJIRO]Il CRISTALLO DI TEORHEMAS, la nostra più potente invenzione, sta richiamando i nostri luoghi dal sottosuolo...\|§ Non avete più scampo!;;
\nb[DERIJIRO]Now...\| It is time for me to dispose of you parasites with my own two hands!;\nb[DERIJIRO]Ed ora...\| Avrò finalmente l'onore di eliminarvi con le mie stesse mani!;;
\nb[DERIJIRO]PERISH, HEROES!;\nb[DERIJIRO]MORITE, EROI!;;
The only thing that can damage Derijiro is his own creation, the \nw[25]!;L'unico modo per arrecare danno a Derijiro è colpirlo con la spada creata da lui stesso: la \nw[25]!;;
The \nw[25] can combine the might of the three elements of Fire, Ice and Electricity into devastating attacks!;La \nw[25] può sfruttare l'energia di tutti e tre gli elementi (fuoco, ghiaccio, elettricità) per combinare attacchi devastanti!;;
The \nw[25] will continuously fill your Skill Bar§ automatically.;I Punti Abilità, equipaggiando la \nw[25], vengono rigenerati gradualmente in modo§ automatico.;;
When the bar is full, press Q to attack!;Quando la barra è piena, premi Q per sferrare il tuo attacco!;;
\c[18]-ENERGY REFILLED!§ - DEFENSE BUFF!;\c[18]-ENERGIA RECUPERATA!§ -DIFESA INCREMENTATA!;;
\c[18]-ENERGY REFILLED!§ - ATTACK BUFF! \c[0]§ Now you can hurt Derijiro!;\c[18]-ENERGIA RECUPERATA!§ -ATTACCO INCREMENTATO!\c[0]§ Ora puoi danneggiare Derijiro!;;
The attack just bounced back!§ Derijiro is not weakened enough!;L'attacco non è stato abbastanza efficace!§ Devi prima indebolire Derijiro!;;
Derijiro has been weakened! Your Electric skill can strike him directly!;Derijiro è indebolito, puoi usare l'abilità elettrica per infliggergli un colpo decisivo!;;
Proceed?§ Yes§ No;Confermi?§ Sì§ No;;
