en;it;es;fr
\nb[\n[1]]Oh...\. Wha...\.§ What happened here?;\nb[\n[1]]Oh...\. Cos...\.§ Cos'è successo qui?;;
\nb[\n[1]]There's gore everywhere!;\nb[\n[1]]C'è sangue ovunque!;;
\nb[\n[1]]Let's summon the sages!\|§ Things are getting worse by the minute, we have to stop thi sbefore it's too late.;\nb[\n[1]]Andiamo a chiamare i saggi!\|§ La situazione si fa sempre più critica, dobbiamo mettere fine a questa storia.;;
;\nb[\n[5]]Siamo tutti con voi!;;
;\nb[\n[5]]Nostri eroi, salvate il Regno!;;
;\nb[\n[1]]Cosa sta succedendo qui?!;;
;\nb[\n[5]]Il \n[6].\. Si sta facendo sempre più spietato.\.§ Quel mostro era una sua creatura!;;
;\nb[\n[5]]I cittadini del Regno che sono riusciti a rifugiarsi nel Castello hanno riferito che, prima di venire attaccati, hanno visto il \n[6] andare giù dal pozzo.;;
;\nb[\n[5]]Non sappiamo perché, non sappiamo cosa c'è lì sotto...\|§ Ma il \n[6] è qui!;;
;\nb[\n[5]]Quando ti senti pronto, \n[1], vai giù e cercalo.\. Comincia l'ultima crociata per salvare il Regno!\| Ma sappi che non c'è più tempo da perdere.;;
;\nb[\n[1]]Eroi, tutti pronti!;;
;\nb[\n[5]]Quando vi sentite pronti, eroi, andate giù e cercate il \n[6].\. Comincia l'ultima crociata per salvare il Regno!\| Ma sappiate che non c'è più tempo da perdere.;;
