en;it;es;fr
\nb[\n[5]]Look at that... it's truly something unheard of!;\nb[\n[5]]Guardate... è davvero una cosa mai vista prima!;;
\nb[\n[5]]I and the other sages came to the conclusion that it must be a timespace distortion!;\nb[\n[5]]Io e gli altri saggi pensiamo sia una distorsione spazio temporale!;;
\nb[\n[5]]Such a thing has never been seen in our peaceful world before!;\nb[\n[5]]Una cosa mai vista nel nostro pacifico mondo!;;
\nb[\n[5]]We have no idea how it tore open all of a sudden... but we think the General's behind this!;\nb[\n[5]]Non sappiamo da dove possa essere venuta fuori... ma pensiamo sia opera del \n[6]!;;
\nb[\n[5]]It must lead somewhere...\|§ The General must have traveled through it to leave the Kingdom unnoticed!;\nb[\n[5]]Probabilmente porta da qualche parte...\|§ e il \n[6] l'ha usata per sparire dal nostro regno senza farsi notare da nessuno!;;
\nb[\n[5]]So that's why we couldn't find hair or hide of him...;\nb[\n[5]]Ecco perché tutto questo tempo abbiamo cercato inutilmente...;;
\nb[\n[5]]We have no idea of what could be inside the portal or where it leads to...;\nb[\n[5]]Non sappiamo cosa ci sia all'interno del portale e nemmeno sappiamo dove possa portare...;;
\nb[\n[5]]But it's certainly something we must investigate to get closer to the General.;\nb[\n[5]]Però sicuramente è qualcosa che ci farà avvicinare al \n[6].;;
\nb[\n[5]]Are you willing to cross over the threshold and into the unknown?;\nb[\n[5]]Ve la sentite di entrare nel varco e andare verso l'ignoto?;;
\nb[\n[1]]Ehm...;\nb[\n[1]]Ehm...;;
\nb[\n[5]]It shouldn't be dangerous at all. After all, if there's a way in, there must be a way out!;\nb[\n[5]]Tanto se c'è un modo per andare, sicuramente ci sarà anche un modo per tornare indietro, non preoccupatevi!;;
\nb[\n[2]]Come on, heroes! We all know that General has to be stopped! We have to find out what he's been up to!;\nb[\n[2]]Forza, eroi! Sappiamo tutti che dobbiamo assolutamente fermare quel dannato \n[6] e scoprire cosa ha in mente!;;
\nb[\n[1]]He already told us, though. He's forging the world's most powerful sword to take it over.;\nb[\n[1]]Ma ce l'ha detto: costruire la spada più potente del mondo per poi conquistarlo.;;
\nb[\n[2]]Yeah, but...\|§ Something doesn't sound quite right.;\nb[\n[2]]Sì, ma...\|§ Qualcosa non mi convince.;;
\nb[\n[3]]Come on, I'm ready to enter the gate.;\nb[\n[3]]Forza, io sono pronto per attraversare il varco.;;
\nb[\n[2]]Me too!;\nb[\n[2]]Anch'io!;;
\nb[\n[1]]Fine, let's go then!;\nb[\n[1]]E va bene, andiamo!;;
\nb[\n[5]]Great heroes!;\nb[\n[5]]Grandi eroi!;;
\nb[\n[5]]The Sages will follow right behind you! I mean, once we have made sure there is no danger after all, of course.;\nb[\n[5]]Se sopravviverete alla distorsione, allora, forse, vi raggiungeremo anche io e gli altri saggi.;;
\nb[\n[1]]Wicked.;\nb[\n[1]]Malefici.;;
\nb[\n[5]]Good luck!;\nb[\n[5]]Buona fortuna!;;
Where to?§ Cyberspace§ Kingdom Outskirts§ Cancel;Dove vuoi andare?§ Cyberspazio§ Periferia del Regno§ Annulla;;
;\nb[\n[5]]Buona fortuna, eroi.\.§ Entrate nel varco!;;
