en;it;es;fr
\iHere's the game menu.;\iEccoci nel menu di gioco.;;
\iIts function is simple. To see your current Dindini or use items you picked up on your adventure, go to \c[10]ITEMS\c[0].\|;\iLa sua funzione è molto semplice: se vuoi visualizzare quanti Dindini hai, o vuoi usare qualche oggetto che hai trovato nella tua avventura, seleziona \c[10]OGGETTI\c[0].\|;;
\iTo view information on enemies you've beaten, your game time, steps taken and miscellaneous info, select \c[10]STATS\c[0].;\iSe vuoi avere informazioni sui nemici sconfitti in battaglia, sul tempo di gioco, sui metri percorsi e altre cose varie, seleziona \c[10]STATISTICHE\c[0].;;
\iTo manually save the game, select \c[10]SAVE GAME\c[0].;\iPer salvare il gioco quando vuoi, vai su \c[10]SALVA PARTITA\c[0].;;
\iTo equip or upgrade a weapon, select \c[10]EQUIPMENT\c[0].;\iSe invece vuoi equipaggiare un'arma o potenziarla, seleziona la voce \c[10]EQUIPAGGIAMENTO\c[0].;;
\iNow try equipping your sword.;\iProva ora ad equipaggiare la tua spada!;;
\iPerfect. This covers all the basics of using the menu.;\iPerfetto. Queste sono le caratteristiche base da sapere per utilizzare il menu.;;
\iThere is a little more, namely the \c[10]TROPHY HALL\c[0] to see the trophies you've collected throughout the game, and the \c[10]SKINS\c[0] menu.;\iSe vuoi scoprire altro, come la \c[10]SALA DEI TROFEI\c[0], dove troverai i trofei che sbloccherai durante il gioco, oppure i \c[10]COSTUMI\c[0], puoi darci un'occhiata quando vuoi!;;
\iTo quit the game, select \c[10]QUIT\c[0].;\iPer abbandonare il gioco seleziona \c[10]ESCI\c[0].;;
\iPress the \c[10]ESCAPE\c[0] Key again to close the menu.;\iChiudi il menu premendo nuovamente \c[10]ESC\c[0].;;
\iYou equipped the \nw[19].;\iHai equipaggiato la \nw[19].;;
\iThe \nw[19] is the only weapon with a projectile attack, and thus able to hit enemies at a range.;\iLa \nw[19] è l'unica spada in grado di sparare e, quindi, colpire i nemici a distanza.;;
\iYou need ammunition to fire. You can find ammunition on the field or buy it from shopkeepers.;\iPer sparare ha bisogno di munizioni, che puoi trovare in giro, oppure comprare.;;
\iWhen you run out of ammo for \nw[19] it can't be used anymore. Switch to another weapon!;\iQuando le munizioni per la \nw[19] sono esaurite, non potrai più usarla e sarai costretto a cambiare arma.;;
\iUse the \c[10]S Key\c[0] to shoot the \nw[19].;\iPremi il tasto \c[10]S\c[0] per sparare con la \nw[19].;;
\iKeep an eye on your ammo count!;\iFai attenzione a non sprecare le munizioni!;;
\v[95]\lblSTATS\c[15]§ \v[95]Weapons unlocked: \v[13]\c[10]/24\c[15]§ \v[95]Characters unlocked: \v[14]\c[10]/45\c[15]§ \v[95]Baddies defeated: \v[4]\lbl;\v[95]\lblSTATISTICHE\c[15]§ \v[95]Armi collezionate: \v[13]\c[10]/24\c[15]§ \v[95]Personaggi sbloccati: \v[14]\c[10]/45\c[15]§ \v[95]Nemici sconfitti: \v[4]\lbl;;
\v[95]\lblSTATS\c[15]§ \v[95]Steps taken: \v[7]§ \v[95]Acts completed: \v[45]\c[10]/9\c[15]§ \v[95]Game Clears: \v[48]%\c[10]/200%\lbl;\v[95]\lblSTATISTICHE\c[15]§ \v[95]Metri percorsi: \v[7]§ \v[95]Atti completati: \v[45]\c[10]/9\c[15]§ \v[95]Completamento Gioco: \v[48]%\c[10]/200%\lbl;;
\i\c[18]CONGRATULATIONS! You have achieved a perfect completion!\|§ You may now access Ourhero's Secret World!\|§ \c[0]ENTER;\i\c[18]COMPLIMENTI! Hai completato il gioco alla perfezione!\|§ Ora puoi entrare nel Mondo Segreto di Our Hero!\|§ \c[0]ENTRA;;
\v[95]\lblSTATS\c[15]§ \v[95]Weapons unlocked: \c[23]24/24\c[15]§ \v[95]Characters unlocked: \c[23]45/45\c[15]§ \v[95]Baddies defeated: \v[4]\lbl;\v[95]\lblSTATISTICHE\c[15]§ \v[95]Armi collezionate: \c[23]24/24\c[15]§ \v[95]Personaggi sbloccati: \c[23]45/45\c[15]§ \v[95]Nemici sconfitti: \v[4]\lbl;;
\v[95]\lblSTATS\c[15]§ \v[95]Steps taken: \v[7]§ \v[95]Acts completed: \c[23]9/9\c[15]§ \v[95]\ic[2]\c[23]Game Clears: 200%\lbl;\v[95]\lblSTATISTICHE\c[15]§ \v[95]Metri percorsi: \v[7]§ \v[95]Atti completati: \c[23]9/9\c[15]§ \v[95]\ic[2]\c[23]Completamento Gioco: 200%\lbl;;
\iYou can't save the game during battle.;\iNon puoi salvare il gioco durante una battaglia.;;
