en;it;es;fr
\lbl\c[14]\n[1]\c[0]§ What would we ever do without him?\lbl;\lbl\c[14]\n[1]\c[0]§ Come farebbero tutti senza di lui?\lbl;;
\lbl\c[14]\n[2]\c[0]§ \n[1]'s awesome sidekick! His medallion lets him detect magical springs, control enemies and teleport!\lbl;\lbl\c[14]\n[2]\c[0]§ Mitico aiutante di \n[1]! Sfrutta il suo medaglione per trovare le pozze di acqua magica, controllare nemici e teletrasportarsi!\lbl;;
\lbl\c[14]\n[3]\c[0]§ Another hero and \n[1]'s buddy. His metal prosthetics let him crush rocks and climb up rough walls!\lbl;\lbl\c[14]\n[3]\c[0]§ Altro eroe, in aiuto di \n[1]. Grazie alle sue parti del corpo in metallo è in grado di distruggere massi e arrampicarsi sui muri!\lbl;;
\lbl\c[14]Guard\c[0]§ The Kingdom's guards. All of them together make an army!\lbl;\lbl\c[14]Guardia\c[0]§ Le guardie del Regno. Costituiscono l'esercito del re!\lbl;;
\lbl\c[14]\n[4]\c[0]§ He's dead, welp.\lbl;\lbl\c[14]\n[4]\c[0]§ Eh niente, è morto.\lbl;;
\lbl\c[14]Baddie\c[0]§ What are they? Did the Teorhemas Crystal create them…\lbl;\lbl\c[14]Nemico\c[0]§ Cosa sono? Forse esseri nati dal Cristallo di Teorhemas…\lbl;;
\lbl\c[14]Mountain Goat\c[0]§ It looks pissed! Forest boss.\lbl;\lbl\c[14]Stambecco\c[0]§ È un po' arrabbiato! Boss della foresta.\lbl;;
\lbl\c[14]Crooked Guard\c[0]§ Rotten guards who serve the \n[6].\lbl;\lbl\c[14]Guardia Cattiva\c[0]§ Cattivissime guardie ai comandi del \n[6].\lbl;;
\lbl\c[14]\n[6]\c[0]§ He's scheming to take over \n[1]'s kingdom!\lbl;\lbl\c[14]\n[6]\c[0]§ Ambisce a diventare il nuovo re del regno di \n[1]!\lbl;;
\lbl\c[14]Beggar\c[0]§ Go to him when your hearts run low!\lbl;\lbl\c[14]Medicante\c[0]§ Vai da lui se vuoi riprendere le tue energie!\lbl;;
\lbl\c[14]Commoner\c[0]\lbl;\lbl\c[14]Cittadino\c[0]\lbl;;
\lbl\c[14]Warrior\c[0]§ Used to be an adventurer like you, then he got...old.\lbl;\lbl\c[14]Guerriero\c[0]§ È stato un valoroso eroe anche lui, ma ormai i suoi bei tempi di gloria sono finiti.\lbl;;
\lbl\c[14]Green Sage\c[0]§ An unremarkable member of the Five Sages.\lbl;\lbl\c[14]Saggio Verde\c[0]§ Uno dei cinque magici saggi.\lbl;;
\lbl\c[14]Fire Sage\c[0]§ A Sage wielding magical fire.\lbl;\lbl\c[14]Saggio Fuoco\c[0]§ Il saggio dai magici poteri del fuoco.\lbl;;
\lbl\c[14]Ice Sage\c[0]§ A Sage wielding magical ice.\lbl;\lbl\c[14]Saggio Ghiaccio\c[0]§ Il saggio dai magici poteri del ghiaccio.\lbl;;
\lbl\c[14]White Sage\c[0]§ The trendiest of the Five Sages.\lbl;\lbl\c[14]Saggio Bianco\c[0]§ Un saggio molto chic.\lbl;;
\lbl\c[14]Zombie\c[0]§ Your run of the mill undead shambler. Seen one, seen'em all.\lbl;\lbl\c[14]Zombie\c[0]§ Un normalissimo morto-vivente... Ormai sono ovunque.\lbl;;
