en;it;es;fr
\nb[\n[1]]Hey! That rubble is blocking the way!;\nb[\n[1]]Hey! Quelle rocce bloccano il passaggio!;;
\nb[\n[3]]That's what I'm here for!;\nb[\n[3]]Non per nulla ci sono qui io!;;
\nb[\n[3]]With my strength and my metal prosthetics I can crush that rubble to dust with ease!;\nb[\n[3]]Grazie alla mia forza ed alle mie parti del corpo in metallo sono in grado di frantumare queste rocce sferrando qualche calcio!;;
\nb[\n[2]]Alright, \n[1]!§ Make use of \n[3]'s strength to clear the way from the rubble!;\nb[\n[2]]Perfetto, \n[1]!§ Usa la forza di \n[3] per distruggere quelle rocce e liberare il passaggio!;;
\nb[\n[2]]Remember: use \c[10]W\c[0] to switch party leaders, \c[10]S\c[0] to attack!;\nb[\n[2]]Ricorda: \c[10]W\c[0] per cambiare il capogruppo, \c[10]S\c[0] per sferrare un attacco!;;
\nb[\n[2]]A red orb, cool!;\nb[\n[2]]Una sfera rossa, fantastico!;;
\nb[\n[2]]This orb will let you \c[10]upgrade your weapons\c[0]!;\nb[\n[2]]Grazie a queste sfere ti sarà possibile \c[10]potenziare le spade\c[0]!;;
\nb[\n[2]]We must focus to gather these orbs!§ Only \n[3] can gather the red orbs!;\nb[\n[2]]Per ottenere le sfere racchiuse qui dentro devi assorbirle.§ Solo \n[3] è in grado di assorbire le sfere rosse!;;
\nb[\n[3]]Let's try gathering them.§ To do so, just HOLD THE \c[10]ENTER\c[0] KEY while you're on them!;\nb[\n[3]]Vai, proviamo subito ad assorbire queste sfere.§ Per farlo devi TENERE PREMUTO \c[10]INVIO\c[0] su di esse!;;
\nb[\n[3]]Oh, a rocky cliff!§ Worry not, thanks to my prosthetics I can easily climb all the way up there.;\nb[\n[3]]Uh, una parete rocciosa!§ Non preoccupatevi, grazie alle mie parti metalliche per me sarà una passeggiata anche scalare questi muri.;;
Use \n[3] to climb up the cliff.;Usa \n[3] per scalare la parete.;;
